#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
AURKA	MKI67	9606.ENSP00000216911	9606.ENSP00000357643	0	0	0	0	0.523	0	0	0.700	0.850
AURKA	HJURP	9606.ENSP00000216911	9606.ENSP00000414109	0	0	0	0	0.780	0	0	0.357	0.852
AURKA	H3-4	9606.ENSP00000216911	9606.ENSP00000355657	0	0	0	0	0.108	0.667	0	0.554	0.856
AURKA	RACGAP1	9606.ENSP00000216911	9606.ENSP00000404190	0	0	0	0	0.633	0	0	0.694	0.883
AURKA	KIF4A	9606.ENSP00000216911	9606.ENSP00000363524	0	0	0	0	0.692	0	0	0.642	0.885
AURKA	RRM2	9606.ENSP00000216911	9606.ENSP00000353770	0	0	0	0	0.574	0	0	0.757	0.892
AURKA	NUF2	9606.ENSP00000216911	9606.ENSP00000271452	0	0	0	0	0.674	0.292	0	0.574	0.893
AURKA	CENPF	9606.ENSP00000216911	9606.ENSP00000355922	0	0	0	0	0.679	0	0	0.708	0.902
AURKA	PRC1	9606.ENSP00000216911	9606.ENSP00000377793	0	0	0	0	0.823	0.075	0	0.498	0.910
AURKA	CPEB4	9606.ENSP00000216911	9606.ENSP00000265085	0	0	0	0	0.053	0	0.900	0.221	0.919
AURKA	AURKB	9606.ENSP00000216911	9606.ENSP00000313950	0	0	0.061	0.958	0.573	0.421	0.540	0.387	0.922
AURKA	BUB1B	9606.ENSP00000216911	9606.ENSP00000287598	0	0	0	0	0.723	0.089	0	0.722	0.924
AURKA	KIF20A	9606.ENSP00000216911	9606.ENSP00000378356	0	0	0	0	0.833	0.084	0	0.616	0.936
AURKA	BRCA1	9606.ENSP00000216911	9606.ENSP00000418960	0	0	0	0	0.298	0.292	0	0.892	0.942
AURKA	TOP2A	9606.ENSP00000216911	9606.ENSP00000411532	0	0	0	0	0.826	0.071	0	0.791	0.963
AURKA	PTTG1	9606.ENSP00000216911	9606.ENSP00000377536	0	0	0	0	0.680	0.329	0.500	0.730	0.967
AURKA	KIF11	9606.ENSP00000216911	9606.ENSP00000260731	0	0	0	0	0.812	0.272	0	0.816	0.972
AURKA	UBE2C	9606.ENSP00000216911	9606.ENSP00000348838	0	0	0	0	0.835	0.300	0.400	0.828	0.986
AURKA	NEDD9	9606.ENSP00000216911	9606.ENSP00000368759	0	0	0	0	0.054	0.326	0	0.986	0.990
AURKA	BIRC5	9606.ENSP00000216911	9606.ENSP00000301633	0	0	0	0	0.824	0.492	0.540	0.865	0.993
AURKA	INCENP	9606.ENSP00000216911	9606.ENSP00000378295	0	0	0	0	0.458	0.860	0.540	0.855	0.994
AURKA	CDC20	9606.ENSP00000216911	9606.ENSP00000361540	0	0	0	0	0.902	0.513	0.500	0.817	0.995
AURKA	PLK1	9606.ENSP00000216911	9606.ENSP00000300093	0	0	0	0.741	0.902	0.690	0.500	0.840	0.997
AURKA	TACC3	9606.ENSP00000216911	9606.ENSP00000326550	0	0	0	0	0.487	0.953	0	0.938	0.998
AURKA	TPX2	9606.ENSP00000216911	9606.ENSP00000300403	0	0	0	0	0.846	0.988	0.900	0.995	0.999
AURKB	ZW10	9606.ENSP00000313950	9606.ENSP00000200135	0	0	0	0	0.093	0	0	0.738	0.752
AURKB	CBX5	9606.ENSP00000313950	9606.ENSP00000209875	0	0	0	0	0.096	0.540	0	0.679	0.855
AURKB	CENPM	9606.ENSP00000313950	9606.ENSP00000215980	0	0	0	0	0.667	0	0	0.554	0.845
AURKB	MCM5	9606.ENSP00000313950	9606.ENSP00000216122	0	0	0	0	0.547	0	0	0.369	0.702
AURKB	MYBL2	9606.ENSP00000313950	9606.ENSP00000217026	0	0	0	0	0.523	0.051	0	0.400	0.704
AURKB	NCAPH	9606.ENSP00000313950	9606.ENSP00000240423	0	0	0	0	0.573	0.443	0	0.650	0.909
AURKB	KIF11	9606.ENSP00000313950	9606.ENSP00000260731	0	0	0	0	0.768	0.272	0	0.804	0.964
AURKB	MCM4	9606.ENSP00000313950	9606.ENSP00000262105	0	0	0	0	0.590	0	0	0.351	0.722
AURKB	KIF18A	9606.ENSP00000313950	9606.ENSP00000263181	0	0	0	0	0.408	0.094	0	0.681	0.814
AURKB	NSUN2	9606.ENSP00000313950	9606.ENSP00000264670	0	0	0	0	0.084	0.292	0	0.769	0.837
AURKB	MCM2	9606.ENSP00000313950	9606.ENSP00000265056	0	0	0	0	0.601	0	0	0.285	0.702
AURKB	PLK4	9606.ENSP00000313950	9606.ENSP00000270861	0	0	0	0.826	0.599	0.186	0	0.228	0.726
AURKB	NUF2	9606.ENSP00000313950	9606.ENSP00000271452	0	0	0	0	0.606	0.292	0	0.835	0.950
AURKB	CENPU	9606.ENSP00000313950	9606.ENSP00000281453	0	0	0	0	0.361	0	0	0.633	0.755
AURKB	SKA1	9606.ENSP00000313950	9606.ENSP00000285116	0	0	0	0	0.532	0.292	0	0.675	0.883
AURKB	BUB1B	9606.ENSP00000313950	9606.ENSP00000287598	0	0	0	0	0.637	0.327	0.500	0.992	0.999
AURKB	PLK1	9606.ENSP00000313950	9606.ENSP00000300093	0	0	0	0.744	0.789	0.212	0.500	0.351	0.939
AURKB	TPX2	9606.ENSP00000313950	9606.ENSP00000300403	0	0	0	0	0.687	0.297	0	0.750	0.940
AURKB	CDT1	9606.ENSP00000313950	9606.ENSP00000301019	0	0	0	0	0.615	0	0	0.478	0.790
AURKB	BIRC5	9606.ENSP00000313950	9606.ENSP00000301633	0	0	0	0	0.764	0.944	0.800	0.996	0.999
AURKB	MCM7	9606.ENSP00000313950	9606.ENSP00000307288	0	0	0	0	0.513	0	0	0.576	0.785
AURKB	CENPS	9606.ENSP00000313950	9606.ENSP00000308583	0	0	0	0	0.086	0	0	0.774	0.785
AURKB	H2BC21	9606.ENSP00000313950	9606.ENSP00000358151	0	0	0	0	0	0.308	0	0.597	0.709
AURKB	POLD1	9606.ENSP00000313950	9606.ENSP00000472445	0	0	0	0	0.685	0	0	0.158	0.724
AURKB	SMC3	9606.ENSP00000313950	9606.ENSP00000354720	0	0	0	0	0.138	0.073	0	0.685	0.726
AURKB	SPC24	9606.ENSP00000313950	9606.ENSP00000465075	0	0	0	0	0.384	0	0	0.579	0.729
AURKB	TACC3	9606.ENSP00000313950	9606.ENSP00000326550	0	0	0	0	0.447	0.125	0	0.507	0.740
AURKB	KIF18B	9606.ENSP00000313950	9606.ENSP00000465992	0	0	0	0	0.554	0.094	0	0.435	0.752
AURKB	CDCA2	9606.ENSP00000313950	9606.ENSP00000328228	0	0	0	0	0.456	0	0	0.571	0.756
AURKB	TK1	9606.ENSP00000313950	9606.ENSP00000468425	0	0	0	0	0.503	0	0	0.550	0.767
AURKB	TTK	9606.ENSP00000313950	9606.ENSP00000358813	0	0	0	0.641	0.614	0.261	0	0.303	0.784
AURKB	CCNF	9606.ENSP00000313950	9606.ENSP00000380256	0	0	0	0	0.522	0.292	0	0.419	0.786
AURKB	H2AC20	9606.ENSP00000313950	9606.ENSP00000332194	0	0	0	0	0.049	0.292	0	0.712	0.789
AURKB	H2AC18	9606.ENSP00000313950	9606.ENSP00000358155	0	0	0	0	0.049	0.292	0	0.712	0.789
AURKB	PBK	9606.ENSP00000313950	9606.ENSP00000428489	0	0	0	0	0.660	0.067	0	0.394	0.791
AURKB	NCAPD2	9606.ENSP00000313950	9606.ENSP00000325017	0	0	0	0	0.509	0.194	0	0.516	0.792
AURKB	KIF14	9606.ENSP00000313950	9606.ENSP00000356319	0	0	0	0	0.461	0.292	0	0.596	0.832
AURKB	RRM2	9606.ENSP00000313950	9606.ENSP00000353770	0	0	0	0	0.621	0	0	0.596	0.840
AURKB	GTSE1	9606.ENSP00000313950	9606.ENSP00000415430	0	0	0	0	0.776	0	0	0.318	0.841
AURKB	PRC1	9606.ENSP00000313950	9606.ENSP00000377793	0	0	0	0	0.576	0.317	0	0.523	0.850
AURKB	KIF15	9606.ENSP00000313950	9606.ENSP00000324020	0	0	0	0	0.625	0	0	0.636	0.858
AURKB	MKI67	9606.ENSP00000313950	9606.ENSP00000357643	0	0	0	0	0.699	0.292	0	0.416	0.865
AURKB	SMC4	9606.ENSP00000313950	9606.ENSP00000341382	0	0	0	0	0.460	0.075	0	0.755	0.867
AURKB	SPAG5	9606.ENSP00000313950	9606.ENSP00000323300	0	0	0	0	0.731	0.294	0	0.407	0.878
AURKB	FOXM1	9606.ENSP00000313950	9606.ENSP00000342307	0	0	0	0	0.694	0.051	0	0.648	0.889
AURKB	KIFC1	9606.ENSP00000313950	9606.ENSP00000393963	0	0	0	0	0.803	0	0	0.544	0.906
AURKB	H3C12	9606.ENSP00000313950	9606.ENSP00000352252	0	0	0	0	0.133	0.149	0	0.887	0.909
AURKB	NUSAP1	9606.ENSP00000313950	9606.ENSP00000499238	0	0	0	0	0.817	0	0	0.525	0.909
AURKB	H3C13	9606.ENSP00000313950	9606.ENSP00000333277	0	0	0	0	0.110	0.371	0	0.872	0.922
AURKB	CENPF	9606.ENSP00000313950	9606.ENSP00000355922	0	0	0	0	0.559	0	0	0.838	0.925
AURKB	HJURP	9606.ENSP00000313950	9606.ENSP00000414109	0	0	0	0	0.809	0	0	0.632	0.927
AURKB	ZWINT	9606.ENSP00000313950	9606.ENSP00000363055	0	0	0	0	0.435	0	0	0.877	0.927
AURKB	KIF4A	9606.ENSP00000313950	9606.ENSP00000363524	0	0	0	0	0.773	0	0	0.756	0.942
AURKB	PTTG1	9606.ENSP00000313950	9606.ENSP00000377536	0	0	0	0	0.608	0	0.500	0.760	0.949
AURKB	UBE2C	9606.ENSP00000313950	9606.ENSP00000348838	0	0	0	0	0.766	0.053	0.400	0.704	0.955
AURKB	RACGAP1	9606.ENSP00000313950	9606.ENSP00000404190	0	0	0	0	0.508	0.510	0	0.873	0.966
AURKB	TOP2A	9606.ENSP00000313950	9606.ENSP00000411532	0	0	0	0	0.831	0.314	0	0.761	0.970
AURKB	H3-4	9606.ENSP00000313950	9606.ENSP00000355657	0	0	0	0	0.108	0.764	0	0.886	0.974
AURKB	KIF20A	9606.ENSP00000313950	9606.ENSP00000378356	0	0	0	0	0.835	0.637	0	0.846	0.990
AURKB	CDC20	9606.ENSP00000313950	9606.ENSP00000361540	0	0	0	0	0.889	0.297	0.500	0.965	0.998
AURKB	INCENP	9606.ENSP00000313950	9606.ENSP00000378295	0	0	0	0	0.469	0.996	0.800	0.999	0.999
B3GNT2	B3GNT4	9606.ENSP00000305595	9606.ENSP00000319636	0	0	0	0.866	0	0	0.900	0.167	0.913
B3GNT2	FUT2	9606.ENSP00000305595	9606.ENSP00000387498	0	0	0	0	0.054	0	0.900	0.322	0.930
B3GNT2	FUT5	9606.ENSP00000305595	9606.ENSP00000466880	0	0	0	0	0.055	0	0.900	0.433	0.941
B3GNT2	B4GALT1	9606.ENSP00000305595	9606.ENSP00000369055	0	0	0	0	0.067	0	0.900	0.672	0.966
B3GNT4	FUT5	9606.ENSP00000319636	9606.ENSP00000466880	0	0	0	0	0.055	0	0.900	0.100	0.907
B3GNT4	FUT2	9606.ENSP00000319636	9606.ENSP00000387498	0	0	0	0	0.059	0	0.900	0.232	0.921
B3GNT4	B4GALT1	9606.ENSP00000319636	9606.ENSP00000369055	0	0	0	0	0.059	0	0.900	0.313	0.929
B4GALT1	FUT8	9606.ENSP00000369055	9606.ENSP00000353910	0	0	0	0	0	0	0.900	0.702	0.968
B4GALT1	FUT2	9606.ENSP00000369055	9606.ENSP00000387498	0	0	0	0	0	0	0.900	0.363	0.933
B4GALT1	MGAT5B	9606.ENSP00000369055	9606.ENSP00000391227	0	0	0	0	0	0	0.900	0.433	0.940
B4GALT1	FUT5	9606.ENSP00000369055	9606.ENSP00000466880	0	0	0	0	0	0	0.900	0.720	0.970
BACH1	FBXO22	9606.ENSP00000382805	9606.ENSP00000307833	0	0	0	0	0	0.625	0	0.385	0.759
BACH1	CREB5	9606.ENSP00000382805	9606.ENSP00000350359	0	0	0	0	0.110	0.681	0	0.128	0.730
BATF3	CREB5	9606.ENSP00000243440	9606.ENSP00000350359	0	0	0	0	0.074	0.759	0	0.065	0.773
BBC3	FOXO3	9606.ENSP00000404503	9606.ENSP00000339527	0	0	0	0	0.060	0.226	0.750	0.479	0.892
BBC3	E2F1	9606.ENSP00000404503	9606.ENSP00000345571	0	0	0	0	0.060	0	0.500	0.583	0.786
BBC3	BCL2	9606.ENSP00000404503	9606.ENSP00000381185	0	0	0	0	0.042	0.882	0.900	0.994	0.999
BCL2	CTSH	9606.ENSP00000381185	9606.ENSP00000220166	0	0	0	0	0.090	0	0.900	0.107	0.911
BCL2	CDKN1B	9606.ENSP00000381185	9606.ENSP00000228872	0	0	0	0	0.126	0	0	0.673	0.702
BCL2	HRK	9606.ENSP00000381185	9606.ENSP00000257572	0	0	0	0	0	0.292	0	0.996	0.997
BCL2	CTSK	9606.ENSP00000381185	9606.ENSP00000271651	0	0	0	0	0.079	0	0.900	0.285	0.928
BCL2	H3C13	9606.ENSP00000381185	9606.ENSP00000333277	0	0	0	0	0.067	0.050	0.500	0.618	0.808
BCL2	FOXO3	9606.ENSP00000381185	9606.ENSP00000339527	0	0	0	0	0	0	0	0.730	0.730
BCL2	STAT5A	9606.ENSP00000381185	9606.ENSP00000341208	0	0	0	0	0.072	0.056	0	0.760	0.772
BCL2	E2F1	9606.ENSP00000381185	9606.ENSP00000345571	0	0	0	0	0	0	0	0.778	0.778
BCL2	BMF	9606.ENSP00000381185	9606.ENSP00000346697	0	0	0	0	0.061	0.559	0.500	0.994	0.998
BCL2	MAP3K5	9606.ENSP00000381185	9606.ENSP00000351908	0	0	0	0	0.107	0	0	0.736	0.755
BCL2	H3C12	9606.ENSP00000381185	9606.ENSP00000352252	0	0	0	0	0.067	0.050	0.500	0.600	0.799
BCL2	PARP1	9606.ENSP00000381185	9606.ENSP00000355759	0	0	0	0	0.112	0.292	0	0.879	0.917
BCL2	PTGS2	9606.ENSP00000381185	9606.ENSP00000356438	0	0	0	0	0	0	0	0.745	0.745
BCL2	CTSS	9606.ENSP00000381185	9606.ENSP00000357981	0	0	0	0	0.091	0	0.900	0.459	0.946
BCL2	FOXP3	9606.ENSP00000381185	9606.ENSP00000365380	0	0	0	0	0.049	0.061	0	0.721	0.729
BCL2	LGALS7	9606.ENSP00000381185	9606.ENSP00000367891	0	0	0	0	0.052	0	0	0.820	0.822
BCL2	MAPK8	9606.ENSP00000381185	9606.ENSP00000378974	0	0	0	0	0.094	0.287	0.900	0.713	0.979
BCL2	PLEKHA7	9606.ENSP00000381185	9606.ENSP00000435389	0	0	0	0	0	0	0.720	0	0.720
BCL2	MME	9606.ENSP00000381185	9606.ENSP00000418525	0	0	0	0	0.053	0	0	0.791	0.793
BCL2	BRCA1	9606.ENSP00000381185	9606.ENSP00000418960	0	0	0	0	0	0.201	0	0.760	0.800
BCL2	IL6	9606.ENSP00000381185	9606.ENSP00000385675	0	0	0	0	0.057	0	0	0.866	0.868
BCL2	HIF1A	9606.ENSP00000381185	9606.ENSP00000437955	0	0	0	0	0	0.510	0	0.895	0.946
BIRC5	KIF22	9606.ENSP00000301633	9606.ENSP00000160827	0	0	0	0	0.857	0.060	0	0.160	0.877
BIRC5	CENPM	9606.ENSP00000301633	9606.ENSP00000215980	0	0	0	0	0.687	0	0	0.391	0.801
BIRC5	MYBL2	9606.ENSP00000301633	9606.ENSP00000217026	0	0	0	0	0.505	0.061	0	0.693	0.844
BIRC5	RAD51AP1	9606.ENSP00000301633	9606.ENSP00000228843	0	0	0	0	0.459	0	0	0.497	0.716
BIRC5	NCAPH	9606.ENSP00000301633	9606.ENSP00000240423	0	0	0	0	0.620	0.100	0	0.590	0.847
BIRC5	KIF11	9606.ENSP00000301633	9606.ENSP00000260731	0	0	0	0	0.885	0.067	0	0.637	0.957
BIRC5	NUF2	9606.ENSP00000301633	9606.ENSP00000271452	0	0	0	0	0.852	0	0	0.668	0.949
BIRC5	SKA1	9606.ENSP00000301633	9606.ENSP00000285116	0	0	0	0	0.606	0	0	0.396	0.752
BIRC5	BUB1B	9606.ENSP00000301633	9606.ENSP00000287598	0	0	0	0	0.847	0.095	0.500	0.834	0.987
BIRC5	PLK1	9606.ENSP00000301633	9606.ENSP00000300093	0	0	0	0	0.852	0	0.500	0.756	0.980
BIRC5	TPX2	9606.ENSP00000301633	9606.ENSP00000300403	0	0	0	0	0.852	0.102	0	0.672	0.952
BIRC5	CDT1	9606.ENSP00000301633	9606.ENSP00000301019	0	0	0	0	0.593	0	0	0.484	0.781
BIRC5	UHRF1	9606.ENSP00000301633	9606.ENSP00000479617	0	0	0	0	0.604	0	0	0.290	0.707
BIRC5	CKAP2	9606.ENSP00000301633	9606.ENSP00000367276	0	0	0	0	0.434	0	0	0.528	0.721
BIRC5	TACC3	9606.ENSP00000301633	9606.ENSP00000326550	0	0	0	0	0.620	0.049	0	0.302	0.725
BIRC5	SMC4	9606.ENSP00000301633	9606.ENSP00000341382	0	0	0	0	0.377	0.100	0	0.561	0.732
BIRC5	KIF14	9606.ENSP00000301633	9606.ENSP00000356319	0	0	0	0	0.513	0.292	0	0.311	0.741
BIRC5	H3-4	9606.ENSP00000301633	9606.ENSP00000355657	0	0	0	0	0.127	0.191	0	0.691	0.763
BIRC5	CENPW	9606.ENSP00000301633	9606.ENSP00000357308	0	0	0	0	0.703	0	0	0.239	0.765
BIRC5	KIFC1	9606.ENSP00000301633	9606.ENSP00000393963	0	0	0	0	0.666	0.067	0	0.348	0.779
BIRC5	H3C12	9606.ENSP00000301633	9606.ENSP00000352252	0	0	0	0	0.151	0.238	0	0.692	0.784
BIRC5	H3C13	9606.ENSP00000301633	9606.ENSP00000333277	0	0	0	0	0.127	0.335	0	0.691	0.805
BIRC5	KPNA2	9606.ENSP00000301633	9606.ENSP00000438483	0	0	0	0	0.716	0	0	0.386	0.818
BIRC5	KIF18B	9606.ENSP00000301633	9606.ENSP00000465992	0	0	0	0	0.631	0.060	0	0.523	0.820
BIRC5	RACGAP1	9606.ENSP00000301633	9606.ENSP00000404190	0	0	0	0	0.599	0	0	0.585	0.827
BIRC5	KIF15	9606.ENSP00000301633	9606.ENSP00000324020	0	0	0	0	0.751	0	0	0.363	0.835
BIRC5	GTSE1	9606.ENSP00000301633	9606.ENSP00000415430	0	0	0	0	0.708	0	0	0.514	0.852
BIRC5	RRM2	9606.ENSP00000301633	9606.ENSP00000353770	0	0	0	0	0.758	0	0	0.584	0.895
BIRC5	HJURP	9606.ENSP00000301633	9606.ENSP00000414109	0	0	0	0	0.819	0	0	0.535	0.912
BIRC5	SPAG5	9606.ENSP00000301633	9606.ENSP00000323300	0	0	0	0	0.863	0.071	0	0.400	0.917
BIRC5	ZWINT	9606.ENSP00000301633	9606.ENSP00000363055	0	0	0	0	0.770	0	0	0.657	0.917
BIRC5	TK1	9606.ENSP00000301633	9606.ENSP00000468425	0	0	0	0	0.846	0	0	0.501	0.920
BIRC5	SPC24	9606.ENSP00000301633	9606.ENSP00000465075	0	0	0	0	0.888	0	0	0.348	0.924
BIRC5	KIF4A	9606.ENSP00000301633	9606.ENSP00000363524	0	0	0	0	0.853	0	0	0.516	0.925
BIRC5	PTTG1	9606.ENSP00000301633	9606.ENSP00000377536	0	0	0	0	0.849	0	0	0.532	0.926
BIRC5	TTK	9606.ENSP00000301633	9606.ENSP00000358813	0	0	0	0	0.826	0	0	0.647	0.936
BIRC5	MKI67	9606.ENSP00000301633	9606.ENSP00000357643	0	0	0	0	0.817	0	0	0.684	0.939
BIRC5	PRC1	9606.ENSP00000301633	9606.ENSP00000377793	0	0	0	0	0.871	0.292	0	0.398	0.940
BIRC5	NUSAP1	9606.ENSP00000301633	9606.ENSP00000499238	0	0	0	0	0.837	0	0	0.724	0.953
BIRC5	FOXM1	9606.ENSP00000301633	9606.ENSP00000342307	0	0	0	0	0.808	0.048	0	0.792	0.958
BIRC5	CENPF	9606.ENSP00000301633	9606.ENSP00000355922	0	0	0	0	0.779	0	0	0.826	0.960
BIRC5	KIF20A	9606.ENSP00000301633	9606.ENSP00000378356	0	0	0	0	0.903	0.053	0	0.732	0.973
BIRC5	TOP2A	9606.ENSP00000301633	9606.ENSP00000411532	0	0	0	0	0.868	0	0	0.828	0.976
BIRC5	PBK	9606.ENSP00000301633	9606.ENSP00000428489	0	0	0	0	0.932	0.092	0	0.683	0.978
BIRC5	UBE2C	9606.ENSP00000301633	9606.ENSP00000348838	0	0	0	0	0.956	0.091	0	0.819	0.992
BIRC5	CDC20	9606.ENSP00000301633	9606.ENSP00000361540	0	0	0	0	0.954	0.045	0.500	0.811	0.995
BIRC5	INCENP	9606.ENSP00000301633	9606.ENSP00000378295	0	0	0	0	0.573	0.928	0.800	0.994	0.999
BMF	HRK	9606.ENSP00000346697	9606.ENSP00000257572	0	0	0	0	0.042	0	0	0.831	0.832
BMF	MAPK8	9606.ENSP00000346697	9606.ENSP00000378974	0	0	0	0	0	0.292	0.750	0.269	0.859
BMP2	TGFBR3	9606.ENSP00000368104	9606.ENSP00000212355	0	0	0	0	0	0.045	0	0.825	0.825
BMP2	SPARC	9606.ENSP00000368104	9606.ENSP00000231061	0	0	0	0	0.089	0.091	0	0.669	0.702
BMP2	FST	9606.ENSP00000368104	9606.ENSP00000256759	0	0	0	0	0.070	0.113	0	0.802	0.823
BMP2	FGF2	9606.ENSP00000368104	9606.ENSP00000264498	0	0	0	0	0.085	0	0	0.934	0.937
BMP2	DKK1	9606.ENSP00000368104	9606.ENSP00000363081	0	0	0	0	0.067	0.079	0	0.748	0.764
BMP2	SPP1	9606.ENSP00000368104	9606.ENSP00000378517	0	0	0	0	0.059	0	0	0.919	0.921
BMP2	BMP7	9606.ENSP00000368104	9606.ENSP00000379204	0	0	0	0.788	0.082	0.268	0.400	0.975	0.988
BMP7	MND1	9606.ENSP00000379204	9606.ENSP00000240488	0	0	0	0	0.064	0	0	0.694	0.701
BMP7	FST	9606.ENSP00000379204	9606.ENSP00000256759	0	0	0	0	0.067	0.113	0	0.988	0.989
BMP7	CHRDL2	9606.ENSP00000379204	9606.ENSP00000263671	0	0	0	0	0	0.095	0	0.712	0.728
BMP7	FGF2	9606.ENSP00000379204	9606.ENSP00000264498	0	0	0	0	0.051	0	0	0.784	0.786
BMP7	PRDM16	9606.ENSP00000379204	9606.ENSP00000270722	0	0	0	0	0.060	0.045	0	0.778	0.783
BMP7	FBN1	9606.ENSP00000379204	9606.ENSP00000325527	0	0	0	0	0.047	0.049	0	0.858	0.860
BMP7	SMAD3	9606.ENSP00000379204	9606.ENSP00000332973	0	0	0	0	0	0.269	0	0.752	0.811
BOP1	UTP3	9606.ENSP00000455106	9606.ENSP00000254803	0	0	0	0	0.626	0	0.500	0.334	0.864
BOP1	NSUN2	9606.ENSP00000455106	9606.ENSP00000264670	0	0	0	0	0.404	0.489	0	0.189	0.731
BOP1	NOL6	9606.ENSP00000455106	9606.ENSP00000297990	0	0	0	0	0.847	0	0.540	0.082	0.929
BOP1	MED1	9606.ENSP00000455106	9606.ENSP00000300651	0	0	0	0	0.107	0.749	0	0	0.766
BOP1	DDX21	9606.ENSP00000455106	9606.ENSP00000346120	0	0	0	0	0.506	0.295	0.400	0.316	0.838
BOP1	WDR55	9606.ENSP00000455106	9606.ENSP00000351100	0	0	0	0	0.313	0.603	0	0.174	0.755
BOP1	RPL39L	9606.ENSP00000455106	9606.ENSP00000389356	0	0	0	0	0.107	0.429	0.500	0.172	0.760
BOP1	DOCK4	9606.ENSP00000455106	9606.ENSP00000410746	0	0	0	0	0.192	0.855	0	0.093	0.884
BOP1	WDR36	9606.ENSP00000455106	9606.ENSP00000423067	0	0	0	0	0.865	0	0.540	0.286	0.951
BOP1	RRP12	9606.ENSP00000455106	9606.ENSP00000446184	0	0	0	0	0.872	0	0	0.257	0.901
BOP1	EMG1	9606.ENSP00000455106	9606.ENSP00000470560	0	0	0	0	0.360	0	0.500	0.187	0.717
BRCA1	CBX5	9606.ENSP00000418960	9606.ENSP00000209875	0	0	0	0	0.068	0.292	0	0.582	0.700
BRCA1	RAD51AP1	9606.ENSP00000418960	9606.ENSP00000228843	0	0	0	0	0.259	0	0.500	0.639	0.854
BRCA1	FANCE	9606.ENSP00000418960	9606.ENSP00000229769	0	0	0	0	0.085	0.439	0	0.857	0.920
BRCA1	MND1	9606.ENSP00000418960	9606.ENSP00000240488	0	0	0	0	0.356	0	0.400	0.630	0.844
BRCA1	H4C6	9606.ENSP00000418960	9606.ENSP00000244537	0	0	0	0	0.050	0.547	0.500	0.457	0.867
BRCA1	PARP2	9606.ENSP00000418960	9606.ENSP00000250416	0	0	0	0	0.103	0.045	0	0.720	0.739
BRCA1	TOPBP1	9606.ENSP00000418960	9606.ENSP00000260810	0	0	0	0	0.280	0.994	0.540	0.900	0.999
BRCA1	BUB1B	9606.ENSP00000418960	9606.ENSP00000287598	0	0	0	0	0.408	0	0.720	0.473	0.905
BRCA1	H2BC5	9606.ENSP00000418960	9606.ENSP00000289316	0	0	0	0	0.064	0.127	0.500	0.561	0.796
BRCA1	PLK1	9606.ENSP00000418960	9606.ENSP00000300093	0	0	0	0	0.235	0.781	0	0.783	0.960
BRCA1	TPX2	9606.ENSP00000418960	9606.ENSP00000300403	0	0	0	0	0.363	0.635	0	0.690	0.922
BRCA1	H2AC8	9606.ENSP00000418960	9606.ENSP00000303373	0	0	0	0	0	0.842	0.500	0.132	0.925
BRCA1	CLSPN	9606.ENSP00000418960	9606.ENSP00000312995	0	0	0	0	0.471	0.510	0	0.640	0.898
BRCA1	RMI1	9606.ENSP00000418960	9606.ENSP00000317039	0	0	0	0	0.164	0.439	0.500	0.682	0.915
BRCA1	PIF1	9606.ENSP00000418960	9606.ENSP00000328174	0	0	0	0	0.106	0	0	0.719	0.738
BRCA1	KNTC1	9606.ENSP00000418960	9606.ENSP00000328236	0	0	0	0	0.782	0.185	0	0.217	0.849
BRCA1	H2AC20	9606.ENSP00000418960	9606.ENSP00000332194	0	0	0	0	0.042	0.642	0.500	0.769	0.955
BRCA1	SMAD3	9606.ENSP00000418960	9606.ENSP00000332973	0	0	0	0	0	0.510	0	0.740	0.867
BRCA1	H3C13	9606.ENSP00000418960	9606.ENSP00000333277	0	0	0	0	0.054	0.126	0	0.714	0.743
BRCA1	FOXO3	9606.ENSP00000418960	9606.ENSP00000339527	0	0	0	0	0	0.292	0	0.661	0.749
BRCA1	STAT5A	9606.ENSP00000418960	9606.ENSP00000341208	0	0	0	0	0.044	0.510	0	0.479	0.734
BRCA1	E2F1	9606.ENSP00000418960	9606.ENSP00000345571	0	0	0	0	0.140	0.423	0	0.775	0.879
BRCA1	UBE2C	9606.ENSP00000418960	9606.ENSP00000348838	0	0	0	0	0.302	0.089	0.900	0.322	0.951
BRCA1	H2BC12	9606.ENSP00000418960	9606.ENSP00000349430	0	0	0	0	0.063	0.125	0.500	0.551	0.791
BRCA1	H3C12	9606.ENSP00000418960	9606.ENSP00000352252	0	0	0	0	0.074	0.184	0	0.707	0.759
BRCA1	DNMT1	9606.ENSP00000418960	9606.ENSP00000352516	0	0	0	0	0.167	0.164	0	0.735	0.799
BRCA1	SMC3	9606.ENSP00000418960	9606.ENSP00000354720	0	0	0	0	0.107	0.164	0.500	0.424	0.756
BRCA1	SMC5	9606.ENSP00000418960	9606.ENSP00000354957	0	0	0	0	0.080	0.439	0	0.570	0.759
BRCA1	H3-4	9606.ENSP00000418960	9606.ENSP00000355657	0	0	0	0	0.054	0.184	0.500	0.709	0.872
BRCA1	PARP1	9606.ENSP00000418960	9606.ENSP00000355759	0	0	0	0	0.085	0.596	0	0.935	0.974
BRCA1	IFI16	9606.ENSP00000418960	9606.ENSP00000357113	0	0	0	0	0	0.625	0	0.882	0.953
