#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
BAK1	C5	9606.ENSP00000363591	9606.ENSP00000223642	0	0	0	0	0	0	0.720	0	0.720
BAK1	BIRC3	9606.ENSP00000363591	9606.ENSP00000263464	0	0	0	0	0	0.063	0	0.391	0.405
BAK1	TP53	9606.ENSP00000363591	9606.ENSP00000269305	0	0	0	0	0.062	0.842	0.900	0.833	0.997
BAK1	BAX	9606.ENSP00000363591	9606.ENSP00000293288	0	0	0	0.654	0.088	0.753	0.900	0.732	0.981
BAK1	FADD	9606.ENSP00000363591	9606.ENSP00000301838	0	0	0	0	0.131	0	0	0.459	0.509
BAK1	BCL2L1	9606.ENSP00000363591	9606.ENSP00000302564	0	0	0	0.689	0.096	0.982	0.900	0.848	0.998
BAK1	CYCS	9606.ENSP00000363591	9606.ENSP00000307786	0	0	0	0	0.089	0.056	0.900	0.621	0.963
BAK1	CASP3	9606.ENSP00000363591	9606.ENSP00000311032	0	0	0	0	0.060	0.178	0	0.606	0.669
BAK1	BID	9606.ENSP00000363591	9606.ENSP00000318822	0	0	0	0	0.062	0.853	0.900	0.602	0.993
BAK1	CASP9	9606.ENSP00000363591	9606.ENSP00000330237	0	0	0	0	0	0.178	0	0.605	0.662
BAK1	TRADD	9606.ENSP00000363591	9606.ENSP00000341268	0	0	0	0	0.214	0	0	0.305	0.430
BAK1	CASP8	9606.ENSP00000363591	9606.ENSP00000351273	0	0	0	0	0.062	0.178	0	0.603	0.667
BAK1	BIRC2	9606.ENSP00000363591	9606.ENSP00000477613	0	0	0	0	0	0.063	0	0.409	0.423
BAK1	BCL2	9606.ENSP00000363591	9606.ENSP00000381185	0	0	0	0.675	0	0.763	0.900	0.503	0.979
BAX	C5	9606.ENSP00000293288	9606.ENSP00000223642	0	0	0	0	0	0	0.720	0	0.720
BAX	IL1B	9606.ENSP00000293288	9606.ENSP00000263341	0	0	0	0	0.049	0	0	0.465	0.469
BAX	TP53	9606.ENSP00000293288	9606.ENSP00000269305	0	0	0	0	0.051	0.738	0.900	0.681	0.991
BAX	TRADD	9606.ENSP00000293288	9606.ENSP00000341268	0	0	0	0	0.121	0	0	0.361	0.414
BAX	EIF2AK3	9606.ENSP00000293288	9606.ENSP00000307235	0	0	0	0	0	0	0	0.415	0.414
BAX	FAS	9606.ENSP00000293288	9606.ENSP00000347979	0	0	0	0	0	0	0	0.452	0.452
BAX	IL6	9606.ENSP00000293288	9606.ENSP00000385675	0	0	0	0	0	0	0	0.459	0.459
BAX	TNF	9606.ENSP00000293288	9606.ENSP00000398698	0	0	0	0	0	0.059	0	0.457	0.467
BAX	FASLG	9606.ENSP00000293288	9606.ENSP00000356694	0	0	0	0	0	0	0	0.468	0.468
BAX	FADD	9606.ENSP00000293288	9606.ENSP00000301838	0	0	0	0	0.086	0	0	0.470	0.494
BAX	MTOR	9606.ENSP00000293288	9606.ENSP00000354558	0	0	0	0	0	0.058	0	0.509	0.517
BAX	IRF3	9606.ENSP00000293288	9606.ENSP00000471896	0	0	0	0	0.093	0.270	0	0.415	0.578
BAX	CASP8	9606.ENSP00000293288	9606.ENSP00000351273	0	0	0	0	0	0.374	0	0.688	0.796
BAX	CASP9	9606.ENSP00000293288	9606.ENSP00000330237	0	0	0	0	0	0.374	0	0.746	0.834
BAX	CASP3	9606.ENSP00000293288	9606.ENSP00000311032	0	0	0	0	0	0.374	0	0.845	0.899
BAX	CYCS	9606.ENSP00000293288	9606.ENSP00000307786	0	0	0	0	0.042	0.281	0.900	0.767	0.981
BAX	BCL2L1	9606.ENSP00000293288	9606.ENSP00000302564	0	0	0	0.643	0.047	0.913	0.900	0.709	0.993
BAX	BID	9606.ENSP00000293288	9606.ENSP00000318822	0	0	0	0	0	0.901	0.900	0.857	0.998
BAX	BCL2	9606.ENSP00000293288	9606.ENSP00000381185	0	0	0	0.645	0	0.981	0.900	0.758	0.998
BCL2	C5	9606.ENSP00000381185	9606.ENSP00000223642	0	0	0	0	0	0	0.720	0	0.720
BCL2	TP53	9606.ENSP00000381185	9606.ENSP00000269305	0	0	0	0	0.051	0.884	0.900	0.628	0.995
BCL2	BCL2L1	9606.ENSP00000381185	9606.ENSP00000302564	0	0	0	0.898	0	0.870	0.900	0.627	0.987
BCL2	CYCS	9606.ENSP00000381185	9606.ENSP00000307786	0	0	0	0	0	0.225	0.900	0.619	0.967
BCL2	CASP3	9606.ENSP00000381185	9606.ENSP00000311032	0	0	0	0	0	0.539	0	0.622	0.818
BCL2	BID	9606.ENSP00000381185	9606.ENSP00000318822	0	0	0	0	0	0.900	0.800	0.507	0.989
BCL2	CASP9	9606.ENSP00000381185	9606.ENSP00000330237	0	0	0	0	0	0.178	0	0.511	0.581
BCL2	JAK1	9606.ENSP00000381185	9606.ENSP00000343204	0	0	0	0	0	0	0.900	0.121	0.908
BCL2	CASP8	9606.ENSP00000381185	9606.ENSP00000351273	0	0	0	0	0	0.726	0	0.432	0.838
BCL2L1	TNFRSF1A	9606.ENSP00000302564	9606.ENSP00000162749	0	0	0	0	0	0	0	0.651	0.651
BCL2L1	NFKBIA	9606.ENSP00000302564	9606.ENSP00000216797	0	0	0	0	0.062	0.056	0	0.686	0.698
BCL2L1	TSC2	9606.ENSP00000302564	9606.ENSP00000219476	0	0	0	0	0	0	0	0.456	0.456
BCL2L1	CCL2	9606.ENSP00000302564	9606.ENSP00000225831	0	0	0	0	0	0	0	0.457	0.457
BCL2L1	NFKB1	9606.ENSP00000302564	9606.ENSP00000226574	0	0	0	0	0	0.056	0	0.449	0.457
BCL2L1	IFNG	9606.ENSP00000302564	9606.ENSP00000229135	0	0	0	0	0.052	0	0	0.484	0.490
BCL2L1	TRAF2	9606.ENSP00000302564	9606.ENSP00000247668	0	0	0	0	0	0	0	0.405	0.405
BCL2L1	EIF2S1	9606.ENSP00000302564	9606.ENSP00000256383	0	0	0	0	0	0	0	0.468	0.468
BCL2L1	SRSF1	9606.ENSP00000302564	9606.ENSP00000258962	0	0	0	0	0	0	0	0.430	0.430
BCL2L1	RHEB	9606.ENSP00000302564	9606.ENSP00000262187	0	0	0	0	0.065	0	0	0.386	0.402
BCL2L1	IL1B	9606.ENSP00000302564	9606.ENSP00000263341	0	0	0	0	0.049	0	0	0.601	0.604
BCL2L1	BIRC3	9606.ENSP00000302564	9606.ENSP00000263464	0	0	0	0	0	0.063	0	0.740	0.746
BCL2L1	PIK3CA	9606.ENSP00000302564	9606.ENSP00000263967	0	0	0	0	0	0.058	0	0.457	0.466
BCL2L1	TP53	9606.ENSP00000302564	9606.ENSP00000269305	0	0	0	0	0.051	0.977	0.900	0.990	0.999
BCL2L1	IFNA1	9606.ENSP00000302564	9606.ENSP00000276927	0	0	0	0	0	0	0	0.401	0.400
BCL2L1	FADD	9606.ENSP00000302564	9606.ENSP00000301838	0	0	0	0	0.065	0	0	0.739	0.746
BCL2L1	STAT2	9606.ENSP00000302564	9606.ENSP00000315768	0	0	0	0	0	0.069	0	0.391	0.409
BCL2L1	TYK2	9606.ENSP00000302564	9606.ENSP00000431885	0	0	0	0	0	0.105	0	0.395	0.435
BCL2L1	LTA	9606.ENSP00000302564	9606.ENSP00000403495	0	0	0	0	0	0.059	0	0.426	0.436
BCL2L1	SYK	9606.ENSP00000302564	9606.ENSP00000364907	0	0	0	0	0	0	0	0.451	0.451
BCL2L1	MYD88	9606.ENSP00000302564	9606.ENSP00000401399	0	0	0	0	0	0.153	0	0.402	0.472
BCL2L1	SOCS3	9606.ENSP00000302564	9606.ENSP00000330341	0	0	0	0	0	0	0	0.502	0.502
BCL2L1	IKBKG	9606.ENSP00000302564	9606.ENSP00000483825	0	0	0	0	0.069	0	0	0.504	0.518
BCL2L1	EIF2B4	9606.ENSP00000302564	9606.ENSP00000394869	0	0	0	0	0	0	0	0.545	0.545
BCL2L1	EIF4EBP1	9606.ENSP00000302564	9606.ENSP00000340691	0	0	0	0	0	0	0	0.556	0.556
BCL2L1	CHUK	9606.ENSP00000302564	9606.ENSP00000359424	0	0	0	0	0	0	0	0.557	0.557
BCL2L1	JAK1	9606.ENSP00000302564	9606.ENSP00000343204	0	0	0	0	0	0	0	0.574	0.574
BCL2L1	TRADD	9606.ENSP00000302564	9606.ENSP00000341268	0	0	0	0	0.092	0	0	0.577	0.599
BCL2L1	IKBKB	9606.ENSP00000302564	9606.ENSP00000430684	0	0	0	0	0	0	0	0.602	0.602
BCL2L1	EIF2AK3	9606.ENSP00000302564	9606.ENSP00000307235	0	0	0	0	0.056	0	0	0.603	0.609
BCL2L1	STAT1	9606.ENSP00000302564	9606.ENSP00000354394	0	0	0	0	0	0.069	0	0.608	0.620
BCL2L1	IL6	9606.ENSP00000302564	9606.ENSP00000385675	0	0	0	0	0	0	0	0.687	0.687
BCL2L1	FAS	9606.ENSP00000302564	9606.ENSP00000347979	0	0	0	0	0	0	0	0.691	0.692
BCL2L1	JAK2	9606.ENSP00000302564	9606.ENSP00000371067	0	0	0	0	0.054	0	0	0.703	0.707
BCL2L1	RELA	9606.ENSP00000302564	9606.ENSP00000384273	0	0	0	0	0.069	0.270	0	0.612	0.713
BCL2L1	SRC	9606.ENSP00000302564	9606.ENSP00000362680	0	0	0	0	0.076	0	0	0.704	0.715
BCL2L1	TNF	9606.ENSP00000302564	9606.ENSP00000398698	0	0	0	0	0	0.059	0	0.711	0.716
BCL2L1	PPP1CA	9606.ENSP00000302564	9606.ENSP00000326031	0	0	0	0	0	0.428	0	0.552	0.733
BCL2L1	FASLG	9606.ENSP00000302564	9606.ENSP00000356694	0	0	0	0	0	0	0	0.744	0.744
BCL2L1	BIRC2	9606.ENSP00000302564	9606.ENSP00000477613	0	0	0	0	0	0.063	0	0.752	0.758
BCL2L1	MTOR	9606.ENSP00000302564	9606.ENSP00000354558	0	0	0	0	0.053	0.495	0	0.721	0.855
BCL2L1	CASP3	9606.ENSP00000302564	9606.ENSP00000311032	0	0	0	0	0	0.178	0	0.900	0.915
BCL2L1	PTPN11	9606.ENSP00000302564	9606.ENSP00000340944	0	0	0	0	0.060	0	0.900	0.466	0.945
BCL2L1	CASP9	9606.ENSP00000302564	9606.ENSP00000330237	0	0	0	0	0.056	0.724	0	0.905	0.973
BCL2L1	CASP8	9606.ENSP00000302564	9606.ENSP00000351273	0	0	0	0	0.052	0.727	0	0.916	0.976
BCL2L1	BID	9606.ENSP00000302564	9606.ENSP00000318822	0	0	0	0	0	0.921	0.800	0.696	0.994
BCL2L1	CYCS	9606.ENSP00000302564	9606.ENSP00000307786	0	0	0	0	0	0.681	0.900	0.906	0.996
BID	TNFRSF1A	9606.ENSP00000318822	9606.ENSP00000162749	0	0	0	0	0	0.287	0.900	0.427	0.955
BID	TRAF2	9606.ENSP00000318822	9606.ENSP00000247668	0	0	0	0	0	0.104	0.900	0.295	0.931
BID	BIRC3	9606.ENSP00000318822	9606.ENSP00000263464	0	0	0	0	0.062	0	0.900	0.320	0.930
BID	TP53	9606.ENSP00000318822	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.465	0.944
BID	FADD	9606.ENSP00000318822	9606.ENSP00000301838	0	0	0	0	0.063	0.676	0.900	0.614	0.986
BID	CYCS	9606.ENSP00000318822	9606.ENSP00000307786	0	0	0	0	0.062	0	0.900	0.699	0.969
BID	CASP3	9606.ENSP00000318822	9606.ENSP00000311032	0	0	0	0	0.062	0.687	0	0.637	0.884
BID	CASP9	9606.ENSP00000318822	9606.ENSP00000330237	0	0	0	0	0	0.056	0	0.653	0.658
BID	DAXX	9606.ENSP00000318822	9606.ENSP00000363668	0	0	0	0	0	0	0.900	0.215	0.918
BID	TNF	9606.ENSP00000318822	9606.ENSP00000398698	0	0	0	0	0	0.102	0.900	0.352	0.936
BID	TRADD	9606.ENSP00000318822	9606.ENSP00000341268	0	0	0	0	0.063	0	0.900	0.460	0.944
BID	FASLG	9606.ENSP00000318822	9606.ENSP00000356694	0	0	0	0	0	0.676	0.900	0.498	0.982
BID	FAS	9606.ENSP00000318822	9606.ENSP00000347979	0	0	0	0	0	0.676	0.900	0.504	0.982
BID	CASP8	9606.ENSP00000318822	9606.ENSP00000351273	0	0	0	0	0.062	0.683	0.900	0.838	0.994
BIRC2	TNFRSF1A	9606.ENSP00000477613	9606.ENSP00000162749	0	0	0	0	0.049	0.873	0.900	0.987	0.999
BIRC2	TAB1	9606.ENSP00000477613	9606.ENSP00000216160	0	0	0	0	0	0.058	0.600	0.636	0.851
BIRC2	NFKBIA	9606.ENSP00000477613	9606.ENSP00000216797	0	0	0	0	0.065	0.146	0	0.737	0.772
BIRC2	NFKB1	9606.ENSP00000477613	9606.ENSP00000226574	0	0	0	0	0.062	0.061	0	0.576	0.594
BIRC2	TRAF2	9606.ENSP00000477613	9606.ENSP00000247668	0	0	0	0	0.062	0.918	0.900	0.988	0.999
BIRC2	TICAM1	9606.ENSP00000477613	9606.ENSP00000248244	0	0	0	0	0	0	0.900	0.211	0.917
BIRC2	TRAF5	9606.ENSP00000477613	9606.ENSP00000261464	0	0	0	0	0	0.077	0.800	0.970	0.994
BIRC2	IL1B	9606.ENSP00000477613	9606.ENSP00000263341	0	0	0	0	0.066	0	0	0.459	0.474
BIRC2	BIRC3	9606.ENSP00000477613	9606.ENSP00000263464	0	0	0	0.976	0.143	0.270	0.900	0.909	0.933
BIRC2	TP53	9606.ENSP00000477613	9606.ENSP00000269305	0	0	0	0	0	0	0	0.610	0.610
BIRC2	TLR3	9606.ENSP00000477613	9606.ENSP00000296795	0	0	0	0	0.049	0.282	0.900	0.348	0.949
BIRC2	FADD	9606.ENSP00000477613	9606.ENSP00000301838	0	0	0	0	0	0.161	0.900	0.808	0.982
BIRC2	CYCS	9606.ENSP00000477613	9606.ENSP00000307786	0	0	0	0	0	0	0	0.675	0.675
BIRC2	CASP3	9606.ENSP00000477613	9606.ENSP00000311032	0	0	0	0	0.062	0.793	0.900	0.909	0.998
BIRC2	TBK1	9606.ENSP00000477613	9606.ENSP00000329967	0	0	0	0	0.138	0.179	0	0.524	0.634
BIRC2	CASP9	9606.ENSP00000477613	9606.ENSP00000330237	0	0	0	0	0	0.904	0.900	0.805	0.997
BIRC2	TRADD	9606.ENSP00000477613	9606.ENSP00000341268	0	0	0	0	0	0.476	0.900	0.989	0.999
BIRC2	FAS	9606.ENSP00000477613	9606.ENSP00000347979	0	0	0	0	0.063	0	0.900	0.511	0.950
BIRC2	CASP8	9606.ENSP00000477613	9606.ENSP00000351273	0	0	0	0	0.062	0.861	0.900	0.797	0.997
BIRC2	TAB2	9606.ENSP00000477613	9606.ENSP00000356426	0	0	0	0	0.062	0	0.600	0.782	0.911
BIRC2	FASLG	9606.ENSP00000477613	9606.ENSP00000356694	0	0	0	0	0	0	0.900	0.556	0.953
BIRC2	MAP3K7	9606.ENSP00000477613	9606.ENSP00000358335	0	0	0	0	0.063	0.161	0.600	0.591	0.854
BIRC2	IRAK1	9606.ENSP00000477613	9606.ENSP00000358997	0	0	0	0	0	0.128	0	0.464	0.512
BIRC2	CHUK	9606.ENSP00000477613	9606.ENSP00000359424	0	0	0	0	0.097	0.179	0.600	0.832	0.943
BIRC2	SRC	9606.ENSP00000477613	9606.ENSP00000362680	0	0	0	0	0	0.116	0	0.467	0.508
BIRC2	RELA	9606.ENSP00000477613	9606.ENSP00000384273	0	0	0	0	0	0.486	0.900	0.610	0.978
BIRC2	IL6	9606.ENSP00000477613	9606.ENSP00000385675	0	0	0	0	0.062	0	0	0.437	0.449
BIRC2	IRAK4	9606.ENSP00000477613	9606.ENSP00000390651	0	0	0	0	0.055	0.128	0	0.367	0.433
BIRC2	TNF	9606.ENSP00000477613	9606.ENSP00000398698	0	0	0	0	0.063	0.874	0.900	0.795	0.997
BIRC2	MYD88	9606.ENSP00000477613	9606.ENSP00000401399	0	0	0	0	0.057	0.161	0	0.465	0.540
BIRC2	MAVS	9606.ENSP00000477613	9606.ENSP00000401980	0	0	0	0	0	0.270	0	0.459	0.588
BIRC2	LTA	9606.ENSP00000477613	9606.ENSP00000403495	0	0	0	0	0.062	0.281	0.600	0.179	0.749
BIRC2	IKBKB	9606.ENSP00000477613	9606.ENSP00000430684	0	0	0	0	0.052	0.179	0.600	0.702	0.895
BIRC2	TRAF6	9606.ENSP00000477613	9606.ENSP00000433623	0	0	0	0	0.049	0.505	0.540	0.916	0.979
BIRC2	TRAF3	9606.ENSP00000477613	9606.ENSP00000454207	0	0	0	0	0	0.713	0.900	0.988	0.999
BIRC2	IKBKE	9606.ENSP00000477613	9606.ENSP00000464030	0	0	0	0	0.063	0.375	0	0.298	0.553
BIRC2	TNFSF14	9606.ENSP00000477613	9606.ENSP00000469049	0	0	0	0	0	0.270	0.600	0.152	0.731
BIRC2	IKBKG	9606.ENSP00000477613	9606.ENSP00000483825	0	0	0	0	0	0.875	0.900	0.803	0.997
BIRC3	TNFRSF1A	9606.ENSP00000263464	9606.ENSP00000162749	0	0	0	0	0.062	0.770	0.900	0.822	0.995
BIRC3	TAB1	9606.ENSP00000263464	9606.ENSP00000216160	0	0	0	0	0	0.282	0.600	0.380	0.806
BIRC3	NFKBIA	9606.ENSP00000263464	9606.ENSP00000216797	0	0	0	0	0.160	0.061	0	0.724	0.763
BIRC3	NFKB1	9606.ENSP00000263464	9606.ENSP00000226574	0	0	0	0	0.123	0.473	0	0.577	0.788
BIRC3	TRAF2	9606.ENSP00000263464	9606.ENSP00000247668	0	0	0	0	0.062	0.984	0.900	0.910	0.999
BIRC3	TICAM1	9606.ENSP00000263464	9606.ENSP00000248244	0	0	0	0	0.076	0	0.900	0.166	0.916
BIRC3	TRAF5	9606.ENSP00000263464	9606.ENSP00000261464	0	0	0	0	0.062	0.077	0.800	0.873	0.975
BIRC3	IL1B	9606.ENSP00000263464	9606.ENSP00000263341	0	0	0	0	0.159	0	0	0.450	0.518
BIRC3	JAK2	9606.ENSP00000263464	9606.ENSP00000371067	0	0	0	0	0.065	0.116	0	0.335	0.402
BIRC3	MAVS	9606.ENSP00000263464	9606.ENSP00000401980	0	0	0	0	0	0.270	0	0.222	0.408
BIRC3	IL6	9606.ENSP00000263464	9606.ENSP00000385675	0	0	0	0	0.089	0	0	0.468	0.495
BIRC3	IKBKE	9606.ENSP00000263464	9606.ENSP00000464030	0	0	0	0	0.093	0.375	0	0.373	0.613
BIRC3	MYD88	9606.ENSP00000263464	9606.ENSP00000401399	0	0	0	0	0.080	0.182	0	0.527	0.613
BIRC3	CYCS	9606.ENSP00000263464	9606.ENSP00000307786	0	0	0	0	0	0	0	0.625	0.625
BIRC3	TP53	9606.ENSP00000263464	9606.ENSP00000269305	0	0	0	0	0	0	0	0.629	0.629
BIRC3	TNFSF14	9606.ENSP00000263464	9606.ENSP00000469049	0	0	0	0	0.076	0	0.600	0.156	0.661
BIRC3	LTA	9606.ENSP00000263464	9606.ENSP00000403495	0	0	0	0	0.117	0.056	0.600	0.211	0.702
BIRC3	TAB2	9606.ENSP00000263464	9606.ENSP00000356426	0	0	0	0	0.062	0	0.600	0.511	0.800
BIRC3	MAP3K7	9606.ENSP00000263464	9606.ENSP00000358335	0	0	0	0	0.063	0.182	0.600	0.478	0.818
BIRC3	CHUK	9606.ENSP00000263464	9606.ENSP00000359424	0	0	0	0	0.062	0.179	0.600	0.689	0.891
BIRC3	IKBKB	9606.ENSP00000263464	9606.ENSP00000430684	0	0	0	0	0.052	0.541	0.600	0.591	0.919
BIRC3	IKBKG	9606.ENSP00000263464	9606.ENSP00000483825	0	0	0	0	0	0.486	0.600	0.744	0.942
BIRC3	TLR3	9606.ENSP00000263464	9606.ENSP00000296795	0	0	0	0	0.049	0.282	0.900	0.296	0.945
BIRC3	FAS	9606.ENSP00000263464	9606.ENSP00000347979	0	0	0	0	0.098	0	0.900	0.457	0.946
BIRC3	FASLG	9606.ENSP00000263464	9606.ENSP00000356694	0	0	0	0	0.065	0	0.900	0.499	0.949
BIRC3	FADD	9606.ENSP00000263464	9606.ENSP00000301838	0	0	0	0	0	0.182	0.900	0.662	0.969
BIRC3	RELA	9606.ENSP00000263464	9606.ENSP00000384273	0	0	0	0	0	0.675	0.900	0.573	0.984
BIRC3	TRAF6	9606.ENSP00000263464	9606.ENSP00000433623	0	0	0	0	0.049	0.841	0.500	0.844	0.986
BIRC3	TNF	9606.ENSP00000263464	9606.ENSP00000398698	0	0	0	0	0.173	0.281	0.900	0.814	0.987
BIRC3	CASP8	9606.ENSP00000263464	9606.ENSP00000351273	0	0	0	0	0.098	0.567	0.900	0.783	0.990
BIRC3	TRADD	9606.ENSP00000263464	9606.ENSP00000341268	0	0	0	0	0.069	0	0.900	0.923	0.992
BIRC3	CASP3	9606.ENSP00000263464	9606.ENSP00000311032	0	0	0	0	0.062	0.567	0.900	0.922	0.996
BIRC3	CASP9	9606.ENSP00000263464	9606.ENSP00000330237	0	0	0	0	0	0.896	0.900	0.790	0.997
BIRC3	TRAF3	9606.ENSP00000263464	9606.ENSP00000454207	0	0	0	0	0	0.720	0.900	0.958	0.998
BST2	OAS3	9606.ENSP00000252593	9606.ENSP00000228928	0	0	0	0	0.234	0	0.900	0.433	0.952
BST2	IFNG	9606.ENSP00000252593	9606.ENSP00000229135	0	0	0	0	0.061	0	0	0.607	0.615
BST2	TRAF2	9606.ENSP00000252593	9606.ENSP00000247668	0	0	0	0	0	0	0	0.430	0.430
BST2	TNF	9606.ENSP00000252593	9606.ENSP00000398698	0	0	0	0	0.088	0	0	0.390	0.419
BST2	MB21D1	9606.ENSP00000252593	9606.ENSP00000359339	0	0	0	0	0	0	0	0.426	0.426
BST2	TLR3	9606.ENSP00000252593	9606.ENSP00000296795	0	0	0	0	0.062	0	0	0.460	0.471
BST2	MAVS	9606.ENSP00000252593	9606.ENSP00000401980	0	0	0	0	0.062	0	0	0.487	0.499
BST2	IFNAR1	9606.ENSP00000252593	9606.ENSP00000270139	0	0	0	0	0	0	0	0.507	0.507
BST2	TLR9	9606.ENSP00000252593	9606.ENSP00000353874	0	0	0	0	0.056	0	0	0.504	0.511
BST2	TAB2	9606.ENSP00000252593	9606.ENSP00000356426	0	0	0	0	0	0.270	0	0.362	0.514
BST2	MYD88	9606.ENSP00000252593	9606.ENSP00000401399	0	0	0	0	0.096	0.270	0	0.367	0.545
BST2	IFNB1	9606.ENSP00000252593	9606.ENSP00000369581	0	0	0	0	0	0	0	0.566	0.566
BST2	IFIH1	9606.ENSP00000252593	9606.ENSP00000263642	0	0	0	0	0.279	0	0	0.503	0.626
BST2	DDX58	9606.ENSP00000252593	9606.ENSP00000369213	0	0	0	0	0.195	0	0	0.560	0.630
BST2	IFNA1	9606.ENSP00000252593	9606.ENSP00000276927	0	0	0	0	0	0	0	0.681	0.681
BST2	TRAF6	9606.ENSP00000252593	9606.ENSP00000433623	0	0	0	0	0	0	0	0.872	0.872
BST2	HLA-G	9606.ENSP00000252593	9606.ENSP00000412927	0	0	0	0	0.062	0	0.900	0.120	0.910
BST2	HLA-F	9606.ENSP00000252593	9606.ENSP00000259951	0	0	0	0	0.089	0	0.900	0.167	0.917
BST2	HLA-E	9606.ENSP00000252593	9606.ENSP00000365817	0	0	0	0	0.116	0	0.900	0.139	0.917
BST2	HLA-B	9606.ENSP00000252593	9606.ENSP00000399168	0	0	0	0	0.130	0	0.900	0.242	0.928
BST2	HLA-A	9606.ENSP00000252593	9606.ENSP00000379873	0	0	0	0	0.130	0	0.900	0.260	0.930
BST2	HLA-C	9606.ENSP00000252593	9606.ENSP00000365402	0	0	0	0	0.130	0	0.900	0.322	0.935
BST2	IRF3	9606.ENSP00000252593	9606.ENSP00000471896	0	0	0	0	0.062	0	0.900	0.504	0.949
BST2	RNASEL	9606.ENSP00000252593	9606.ENSP00000356530	0	0	0	0	0	0	0.900	0.519	0.949
BST2	STAT2	9606.ENSP00000252593	9606.ENSP00000315768	0	0	0	0	0.156	0	0.900	0.467	0.951
BST2	IRF9	9606.ENSP00000252593	9606.ENSP00000380073	0	0	0	0	0.193	0	0.900	0.470	0.953
BST2	STAT1	9606.ENSP00000252593	9606.ENSP00000354394	0	0	0	0	0.258	0	0.900	0.505	0.960
BST2	OAS2	9606.ENSP00000252593	9606.ENSP00000342278	0	0	0	0	0.336	0	0.900	0.528	0.966
BST2	IRF7	9606.ENSP00000252593	9606.ENSP00000380697	0	0	0	0	0.392	0	0.900	0.563	0.971
BST2	OAS1	9606.ENSP00000252593	9606.ENSP00000388001	0	0	0	0	0.424	0	0.900	0.561	0.972
C3	C5	9606.ENSP00000245907	9606.ENSP00000223642	0	0	0	0.754	0.063	0.270	0.800	0.902	0.884
C3	CCL2	9606.ENSP00000245907	9606.ENSP00000225831	0	0	0	0	0.088	0	0	0.505	0.529
C3	IFNG	9606.ENSP00000245907	9606.ENSP00000229135	0	0	0	0	0	0	0	0.412	0.412
C3	CCL5	9606.ENSP00000245907	9606.ENSP00000474412	0	0	0	0	0.063	0	0	0.391	0.404
C3	MYD88	9606.ENSP00000245907	9606.ENSP00000401399	0	0	0	0	0.062	0	0	0.392	0.405
C3	TLR3	9606.ENSP00000245907	9606.ENSP00000296795	0	0	0	0	0.062	0.087	0	0.369	0.412
C3	TLR9	9606.ENSP00000245907	9606.ENSP00000353874	0	0	0	0	0.062	0.087	0	0.407	0.448
C3	MTOR	9606.ENSP00000245907	9606.ENSP00000354558	0	0	0	0	0	0	0	0.454	0.454
C3	TLR2	9606.ENSP00000245907	9606.ENSP00000260010	0	0	0	0	0.065	0.087	0	0.503	0.538
C3	IL1B	9606.ENSP00000245907	9606.ENSP00000263341	0	0	0	0	0.064	0	0	0.606	0.615
C3	TNF	9606.ENSP00000245907	9606.ENSP00000398698	0	0	0	0	0.062	0	0	0.611	0.620
C3	IL6	9606.ENSP00000245907	9606.ENSP00000385675	0	0	0	0	0.071	0	0	0.616	0.628
C3	CFP	9606.ENSP00000245907	9606.ENSP00000247153	0	0	0	0	0.064	0.932	0.800	0.989	0.999
C5	TNF	9606.ENSP00000223642	9606.ENSP00000398698	0	0	0	0	0	0	0	0.402	0.402
C5	CFP	9606.ENSP00000223642	9606.ENSP00000247153	0	0	0	0	0.055	0	0.900	0.528	0.951
CALR	IFNG	9606.ENSP00000320866	9606.ENSP00000229135	0	0	0	0	0	0	0	0.421	0.421
CALR	EIF2S1	9606.ENSP00000320866	9606.ENSP00000256383	0	0	0	0	0.063	0	0	0.567	0.577
CALR	HLA-F	9606.ENSP00000320866	9606.ENSP00000259951	0	0	0	0	0	0	0.600	0.226	0.677
CALR	TLR2	9606.ENSP00000320866	9606.ENSP00000260010	0	0	0	0	0	0.071	0	0.391	0.410
CALR	IL1B	9606.ENSP00000320866	9606.ENSP00000263341	0	0	0	0	0	0	0	0.459	0.459
CALR	TP53	9606.ENSP00000320866	9606.ENSP00000269305	0	0	0	0	0.060	0	0	0.618	0.626
CALR	PDIA3	9606.ENSP00000320866	9606.ENSP00000300289	0	0	0	0	0.928	0.962	0.900	0.995	0.999
CALR	EIF2AK3	9606.ENSP00000320866	9606.ENSP00000307235	0	0	0	0	0.063	0	0	0.566	0.576
CALR	CYCS	9606.ENSP00000320866	9606.ENSP00000307786	0	0	0	0	0	0	0	0.521	0.521
CALR	CASP3	9606.ENSP00000320866	9606.ENSP00000311032	0	0	0	0	0	0.076	0	0.481	0.500
CALR	PTPN11	9606.ENSP00000320866	9606.ENSP00000340944	0	0	0	0	0.049	0.104	0	0.353	0.400
CALR	PPP1CB	9606.ENSP00000320866	9606.ENSP00000378769	0	0	0	0	0.058	0	0	0.389	0.400
CALR	CASP8	9606.ENSP00000320866	9606.ENSP00000351273	0	0	0	0	0	0.076	0	0.395	0.417
